,bookID,title,authors,average_rating,isbn13,num_pages,ratings_count,Genre
663,1931,Avalanche,Arthur J. Roth,3.65,9780590422673,144,260,Adult education
664,1934,Little Women,Louisa May Alcott,4.06,9780451529305,449,1402458,Juvenile Fiction
665,1935,Little Women,Louisa May Alcott-Scott McKowen,4.06,9781402714580,520,1319,Juvenile Fiction
666,1936,Little Women,Louisa May Alcott-Paula Danziger,4.06,9780439101363,562,422,Juvenile Fiction
667,1937,Little Women,Louisa May Alcott-Jessie Willcox Smith-Frank T. Merrill,4.06,9780517221167,389,151,Juvenile Fiction
668,1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott-Elaine Showalter,4.31,9781931082730,1045,2949,Fiction
669,1947,Little Women,Louisa May Alcott,4.06,9781904633273,327,74,Family life
670,1952,A Tale of Two Cities,Charles Dickens,3.83,9780486406510,293,901,Fiction
671,1953,A Tale of Two Cities,Charles Dickens-Richard Maxwell-Saniye Güven-Sevil İnan Sönmez,3.83,9780141439600,489,693045,Fiction
672,1954,CliffsNotes Dickens' A Tale of Two Cities,Marie Kalil,3.49,9780764586064,128,35,Literary Criticism
673,1955,A Tale of Two Cities,Charles Dickens-Keith Cox-Cynthia Brantley Johnson,3.83,9780743487603,496,128,Fiction
674,1957,A Tale of Two Cities,Charles Dickens-Gillen D'Arcy Wood,3.83,9781593081386,409,1255,Fiction
675,1958,A Tale of Two Cities: Charles Dickens,SparkNotes,3.87,9781586633523,96,9,Others
676,1959,A Tale of Two Cities,Charles Dickens-Gillen D'Arcy Wood,3.83,9781593080556,429,709,Fiction
677,1960,A Tale of Two Cities,Charles Dickens-Simon Schama,3.83,9781857151435,432,37,Fiction
678,1970,A Tale of Two Cities,Lucinda Hawksley-Bob Harvey-Charles Dickens,3.88,9780794503901,160,22,Juvenile Fiction
679,1972,Den of Thieves,James B. Stewart,4.16,9780671792275,592,9180,Business & Economics
680,1973,Den of Thieves (Ad&d 2nd Edition),Wes Nicholson,3.29,9780786903825,96,7,Others
681,1976,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,9781405228183,416,1404,Adventure stories
682,1982,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.29,9780517093399,848,31,Fiction
683,1984,Bleak House,Charles Dickens-Mary Gaitskill-Hablot Knight Browne,4.01,9780375760051,887,1223,Fiction
684,1985,David Copperfield,Charles Dickens-Gish Jen,3.98,9780451530042,928,352,Fiction
685,1987,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,9780671882365,416,4749,Education
686,1988,Charles Dickens,Jane Smiley,3.81,9780670030774,224,524,Biography & Autobiography
687,1990,Martin Chuzzlewit,Charles Dickens-Patricia Ingham-Hablot Knight Browne,3.83,9780140436143,830,12722,Fiction
688,1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,9780465031269,176,4256,Health & Fitness
689,1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.05,9780060183073,407,57,Science
690,1995,Colapso (Historias),Jared Diamond,3.93,9788483066485,752,66,History
691,1999,J.K.Rowling,Colleen Sexton,3.79,9780822533894,112,118,Others
692,2000,Conversations with J.K. Rowling,Lindsey Fraser-J.K. Rowling,3.99,9780439314558,96,4184,Juvenile Nonfiction
693,2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,9780439321624,240,11459,Juvenile Fiction
694,2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.57,9780826452320,96,74,Literary Criticism
695,2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.56,9780747584667,768,1173,Others
696,2010,The Santaroga Barrier,Frank Herbert,3.65,9780765342515,256,1561,Fiction
697,2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,9780765342539,320,6022,Others
698,2015,The Eyes of Heisenberg,Frank Herbert,3.43,9780765342522,192,1437,Fiction
699,2016,King of the Vagabonds (The Baroque Cycle  Vol. 1  Book 2),Neal Stephenson,4.16,9780060833176,400,1859,Fiction
700,2019,The Birds (Methuen Drama),Sean O'Brien,2.67,9780413772787,96,3,Drama
701,2022,The Frogs,Aristophanes-B.B. Rogers,3.8,9781420926712,88,3,Others
702,2025,Lysistrata,Aristophanes-Jeffrey Henderson,3.85,9780198144960,320,76,Literary Criticism
703,2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,9780521834346,276,3,History
704,2028,Assembly of Women (Literary Classics),Aristophanes-Robert Mayhew,3.78,9781573921336,124,51,Drama
705,2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes-F.W. Hall-W.M. Geldart,5.0,9780198145042,364,0,Others
706,2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.43,9781853991141,127,7,Foreign Language Study
707,2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler-Frank MacShane,4.47,9781883011086,1076,1077,Fiction
708,2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler-Frank MacShane,4.49,9781883011079,1199,1296,Detective and mystery stories
709,2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler-Tom Hiney,4.45,9780375415029,1016,224,Fiction
710,2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,9780394758268,265,12648,Fiction
711,2050,Farewell  My Lovely (Philip Marlowe  #2),Raymond Chandler,4.15,9780394758275,292,24015,Fiction
712,2051,The Simple Art of Murder,Raymond Chandler,4.16,9780394757650,384,4794,Fiction
713,2052,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,9780394758282,231,97885,Fiction
714,2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,9780394757681,379,25244,Fiction
715,2056,An Evening of Long Goodbyes,Paul Murray,3.6,9780812970401,448,947,Others
716,2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada-Yuji Oniki-Carl Gustav Horn,3.98,9781421501567,196,247,Comics & Graphic Novels
717,2059,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,9780563524748,2,9,Others
718,2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,9780670034727,448,9703,Religion
719,2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,9780684824710,588,12663,Philosophy
720,2069,Consciousness Explained,Daniel C. Dennett,3.88,9780316180665,511,6393,Others
721,2071,Freedom Evolves,Daniel C. Dennett,3.83,9780142003848,368,2267,Philosophy
722,2074,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,9780465073511,192,1516,Others
723,2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey-Daniel C. Dennett,3.76,9780387987200,244,20,Medical
724,2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,9780262540421,200,474,Philosophy
725,2081,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter-Daniel C. Dennett,4.14,9780553345841,512,4715,Philosophy
726,2093,The Illustrated A Brief History of Time,Stephen Hawking,4.16,9780553103748,256,750,Science
727,2094,A Briefer History of Time,Stephen Hawking-Leonard Mlodinow-Gheorghe Stratan,4.21,9780553804362,176,22855,Science
728,2095,The Universe in a Nutshell,Stephen Hawking,4.15,9780553802023,216,27792,Science
729,2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,4.06,9780762419227,1160,1650,Mathematics
730,2099,Stephen Hawking's Universe: The Cosmos Explained,David Filkin-Stephen Hawking,4.28,9780465081981,304,1383,Science
731,2100,The Future of Spacetime,Stephen Hawking-Kip S. Thorne-Igor Novikov-Timothy Ferris-Alan Lightman-Richard     Price,3.93,9780393324464,224,241,Science
732,2102,Stephen Hawking's Universe,John Boslough,4.04,9780380707638,160,648,Biography & Autobiography
733,2103,The Nature of Space and Time,Stephen Hawking-Roger Penrose,4.09,9780691050843,152,945,Science
734,2104,The Physics of Star Trek,Lawrence M. Krauss-Stephen Hawking,3.83,9780060977108,188,4641,Others
735,2109,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,4.12,9780316281331,859,361,Education
736,2112,The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand-Robert Mayhew-Peter   Schwartz,3.96,9780452282315,192,406,Language Arts & Disciplines
737,2113,The Journals of Ayn Rand,Ayn Rand-Leonard Peikoff-David Harriman,3.95,9780452278875,752,307,Biography & Autobiography
738,2122,The Fountainhead,Ayn Rand-Leonard Peikoff,3.86,9780451191151,704,264209,Others
739,2123,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace-Peter V. Rabins,4.24,9780446618762,624,67,Others
740,2126,The 3-Hour Diet: On the Go,Jorge Cruise,3.08,9780060793197,192,30,Health & Fitness
741,2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann-Joseph Chilton Pearce-Neale Donald Walsch,4.22,9781400051571,400,1341,Nature
742,2131,The Hours,Michael Cunningham,3.93,9781841150352,230,1533,American fiction
743,2136,Specimen Days,Michael Cunningham,3.58,9780312425029,336,4380,Others
744,2137,A Home at the End of the World,Michael Cunningham,3.9,9780312424084,342,14277,Fiction
745,2140,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.92,9780316172325,277,4089,Business & Economics
746,2142,Blink,Ted Dekker,4.17,9780849945113,400,12968,Fiction
747,2143,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.92,9780739455296,296,65,Decision making
748,2144,Blink-182: Tales from Beneath Your Mom,Mark Hoppus-Anne Hoppus-Alex Gaskarth,4.4,9780743422079,112,158,Biography & Autobiography
749,2151,The Complete Novels,Jane Austen-Hugh  Thomson,4.55,9780517147689,1103,298,Fiction
750,2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,9780452286535,288,56434,Fiction
751,2153,Jane Austen: The Complete Novels,Jane Austen,4.55,9780517118290,1103,264,England
752,2155,Jane Austen's Letters,Jane Austen-Deirdre Le Faye,4.15,9780192832979,672,2211,Fiction
753,2156,Persuasion,Jane Austen-James Kinsley-Maurgaux Motin-Deidre Shauna Lynch,4.13,9780192802637,249,421344,Fiction
754,2157,Tea with Jane Austen,Kim Wilson-Tom Carpenter,3.78,9780972121798,128,1415,Biography & Autobiography
755,2165,The Old Man and the Sea,Ernest Hemingway,3.76,9780684830490,132,628067,Fiction
756,2166,The Old Man and the Sea,Ernest Hemingway-Donald Sutherland,3.76,9780743564366,3,359,Others
757,2167,Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell-Gary Carey,2.83,9780764586606,80,4,Literary Criticism
758,2168,The Old Man and the Sea,Ernest Hemingway,3.76,9780684718057,127,1160,Others
759,2169,The Old Man and the Sea,Ernest Hemingway,3.76,9780684163260,127,761,Others
760,2175,Madame Bovary,Gustave Flaubert-Malcolm Bowie-Margaret Mauldon-Tomás de C.  Duran-Mark Overstall-Victor Villarraza,3.66,9780192840394,329,183254,Fiction
761,2176,Flaubert's Parrot,Julian Barnes,3.66,9780679731368,190,8925,Fiction
762,2178,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert-Francis Steegmuller-Eugène Delacroix,3.63,9780140435825,230,358,Travel
763,2179,A Sentimental Education,Gustave Flaubert-Douglas Parmée,3.83,9780192836229,464,104,Fiction
764,2180,Madame Bovary,Gustave Flaubert-Mildred Marmur-Robin Morgan,3.66,9780451528209,448,468,Fiction
765,2182,Three Tales,Gustave Flaubert-Roger Whitehouse-Geoffrey Wall,3.71,9780140448009,110,3050,Fiction
766,2183,Sentimental Education,Gustave Flaubert-Robert Baldick-Geoffrey Wall,3.83,9780140447972,460,13081,Fiction
767,2186,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre-Carol Cosman,3.8,9780226735191,632,5,Biography & Autobiography
768,2187,Middlesex,Jeffrey Eugenides,3.99,9780312422158,529,526111,Fiction
769,2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,9780743270755,916,125020,Biography & Autobiography
770,2201,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,9781419364617,42,89,Political leadership
771,2203,John Adams,David McCullough,4.06,9780743223133,751,264047,Biography & Autobiography
772,2204,The John Adams Reader: Eseential Writings on an American Composer,Thomas May-John   Adams,3.5,9781574671322,455,20,Music
773,2205,The Letters of John and Abigail Adams,Abigail Adams-Frank Shuffelton,4.17,9780142437117,512,267,Literary Collections
774,2211,The Portable John Adams,John  Adams-John Patrick Diggins,4.11,9780142437780,533,56,Biography & Autobiography
775,2218,Sex For Dummies,Ruth Westheimer,3.62,9780764553028,432,9,Self-Help
776,2219,Baby Signing For Dummies,Jennifer Watson,3.63,9780471773863,257,36,Family & Relationships
777,2222,The Feeling Good Handbook,David D. Burns,4.0,9780452281325,729,4666,Psychology
778,2226,On Death and Dying,Elisabeth Kübler-Ross,4.16,9780684842233,288,140,Family & Relationships
779,2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.08,9780684839370,192,186,Others
780,2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder-Albert Lee Strickland,3.77,9780072920963,664,112,Social Science
781,2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.64,9780938497196,46,55,Political Science
782,2249,The Seven Habits of Highly Effective People,Stephen R. Covey,4.09,9780671708634,368,2419,Business & Economics
783,2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.22,9780743250979,192,1685,Self-Help
784,2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.9,9780671887179,384,328,Business & Economics
785,2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,9781932073201,240,38159,"Body, Mind & Spirit"
786,2257,Secret of the Peaceful Warrior,Dan Millman-Robert D. San Souci-T. Taylor Bruce,4.18,9780915811236,32,152,Juvenile Fiction
787,2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong-Sally Jenkins,3.72,9780425179611,294,34588,Biography & Autobiography
788,2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson-Graham   Watson,3.67,9780306814556,344,354,Sports & Recreation
789,2279,Truman,David McCullough,4.11,9780671869205,1120,69904,Others
790,2281,The Complete Stories of Truman Capote,Truman Capote-Reynolds Price,4.2,9781400096916,320,3842,Fiction
791,2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,9780679600855,162,5607,FICTION
792,2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,9780345478207,384,556,Fiction
793,2285,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.72,9780449007389,376,592,Fiction
794,2287,Other Voices  Other Rooms,Truman Capote,3.81,9780679745648,232,10212,Fiction
795,2289,In Cold Blood,Truman Capote-Scott Brick,4.07,9780739333648,15,529,Others
796,2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,9780684868769,288,2685,Computers
797,2299,Emergence: Labeled Autistic,Temple Grandin-Margaret M. Scariano,4.07,9780446671828,200,1771,Family & Relationships
798,2300,Emergence,David R. Palmer,4.16,9780553245011,291,1640,Others
799,2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.06,9780813527406,344,46,Science
800,2305,The Ghost Stories of Edith Wharton,Edith Wharton-Laszlo Kubinyi,3.89,9780684842578,303,2687,Fiction
801,2306,Novels: The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton-R.W.B. Lewis,4.3,9780940450318,1328,427,Fiction
802,2307,Collected Stories  1911-1937,Edith Wharton-Maureen Howard,4.28,9781883011949,848,53,Others
803,2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton-Cynthia Griffin Wolff,4.2,9780940450530,1137,65,Others
804,2314,The House of Mirth,Edith Wharton,3.95,9780486420493,272,743,Others
805,2315,Below the Root (Green Sky  #1),Zilpha Keatley Snyder-Alton Raible,4.09,9780689304576,231,40,Others
806,2319,The Witches of Worm,Zilpha Keatley Snyder,3.68,9780440802501,183,34,Others
807,2322,The Deeper Meaning of Liff,Douglas Adams-John Lloyd,3.93,9780307236012,192,3924,Others
808,2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,9781597770071,6,56,Others
809,2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien-Humphrey Carpenter-Christopher Tolkien,4.14,9780618056996,502,4541,Others
810,2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien-Christopher Tolkien,4.38,9780618083558,1680,230,Others
811,2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel-J.R.R. Tolkien,3.97,9780395291306,207,4635,Others
812,2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,9780618574995,1438,233,Others
813,2333,Farmer Giles of Ham,J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.84,9780618009367,127,5221,Others
814,2338,Matthew Flinders' Cat,Bryce Courtenay,3.8,9780670910618,611,2627,Others
815,2340,Whitethorn,Bryce Courtenay,4.07,9780670029228,683,2203,Others
816,2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,9780140271577,671,3767,Others
817,2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson-Karen Swenson,3.61,9780815319665,320,18,Others
818,2367,Brave Companions: Portraits in History,David McCullough,3.98,9780671792763,240,3166,Others
819,2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,9780671447540,445,21832,Others
820,2370,John Adams,David McCullough,4.06,9780684813639,752,1785,Others
821,2371,The Johnstown Flood,David McCullough,4.1,9780844662923,302,13806,Others
822,2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.19,9780743262132,697,11534,Others
823,2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,9780451188458,528,132188,Others
824,2374,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,9780340682111,467,222,Others
825,2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,9788466305136,640,26,Others
826,2386,Moby Dick,Herman Melville-William Hootkins,3.49,9789626343586,25,66,Others
827,2388,Moby-Dick,Jan Needle-Patrick Benson-Herman Melville,3.72,9780763630188,192,155,Others
828,2389,Moby Dick,Herman Melville-William Hootkins,3.49,9780143058090,6,8872,Others
829,2390,Moby-Dick,Herman Melville-Carl F. Hovde,3.49,9781593080181,707,1165,Others
830,2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey-Duncan Wu,3.61,9780415247719,208,50,Others
831,2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,9780192781536,104,38,Others
832,2405,My Moby Dick,William Humphrey,4.15,9780701124229,96,12,Others
833,2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.84,9780919123700,156,21,Others
834,2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,9780192741561,102,6,Others
835,2410,Moby Dick,Herman Melville,3.49,9780671463717,248,2,Others
836,2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,9780252063022,164,0,Others
837,2412,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,9780700607426,400,16,Others
838,2418,In the Heart of the Sea: The Epic True Story That Inspired Moby-Dick,Nathaniel Philbrick,4.16,9780006531203,302,278,Others
839,2423,Double Tap (Paul Madriani  #8),Steve Martini,3.91,9780515139730,401,2686,Others
840,2430,The List,Steve Martini,3.96,9780515121490,451,12329,Others
841,2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.23,9780061020612,374,55253,Others
842,2443,The Innocents Abroad,Mark Twain,3.86,9780812967050,560,8540,Others
843,2445,Teaching English Abroad,Susan  Griffith,3.59,9781854583529,576,36,Others
844,2452,Theocritus: Select Poems: Select Poems,Theocritus-Kenneth James Dover,3.0,9780862921477,395,1,Others
845,2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod-Glenn W. Most,4.03,9780674996236,434,33,Others
846,2486,Death and the King's Horseman,Wole Soyinka-Simon Gikandi,3.76,9780393977615,254,249,Others
847,2491,Learning to Love: Exploring Solitude and Freedom,Thomas Merton-Christine M. Bochen,4.5,9780060654856,382,15,Others
848,2493,The Time Machine,H.G. Wells-Greg Bear-Carlo Pagetti,3.88,9780451528551,118,320900,Others
849,2494,The Time Machine,H.G. Wells-Patrick Parrinder-Steven McLean-Marina Warner,3.88,9780141439976,104,2864,Others
850,2495,The Time Machine,H.G. Wells-Cynthia Brantley Johnson-Benjamin Beard,3.88,9780743487733,150,359,Others
851,2498,The Time Machine Did It,John Swartzwelder,3.84,9780975579909,138,1448,Others
852,2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.49,9781571741028,275,56,Others
853,2501,The Time Machine,H.G. Wells-Melvin Burgess,3.88,9780439436540,123,263,Others
854,2504,The Complete Short Stories,H.G. Wells-John R. Hammond,4.14,9781842124024,864,867,Others
855,2506,Selected Stories,H.G. Wells-Ursula K. Le Guin,3.98,9780812970753,432,77,Others
856,2508,Tono-Bungay,H.G. Wells-Edward Mendelson-Patrick Parrinder,3.42,9780141441115,414,820,Others
857,2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,9780307264893,560,1323,Others
858,2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.35,9780824512590,120,7501,Others
859,2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,9781400083114,368,2470,Others
860,2526,Blindness,José Saramago-Giovanni Pontiero,4.11,9780156007757,326,106162,Others
861,2527,The Gospel According to Jesus Christ,José Saramago-Giovanni Pontiero,4.28,9780156001410,377,788,Others
862,2528,All the Names,José Saramago-Margaret Jull Costa,3.89,9780156010597,245,10634,Others
863,2529,The Tale of the Unknown Island,José Saramago-Peter Sís-Margaret Jull Costa,3.89,9780156013031,64,3138,Others
864,2530,Baltasar and Blimunda,José Saramago-Giovanni Pontiero,3.91,9780156005203,346,5950,Others
865,2531,The Cave,José Saramago-Margaret Jull Costa,3.83,9780156028790,307,7390,Others
866,2535,The Stone Raft,José Saramago-Giovanni Pontiero,3.8,9780156004015,292,305,Others
867,2536,The Year of the Death of Ricardo Reis,José Saramago-Giovanni Pontiero,4.03,9781860465024,384,3618,Others
868,2538,El hombre duplicado,José Saramago-Pilar del Río,3.88,9788466312806,380,1106,Others
869,2539,Ensayo sobre la lucidez,José Saramago-Pilar del Río,3.79,9788466314749,461,1544,Others
870,2541,La caverna,José Saramago-Pilar del Río,3.83,9788466306799,441,742,Others
871,2542,The History of the Siege of Lisbon,José Saramago-Giovanni Pontiero,3.8,9780156006248,314,324,Others
872,2543,Las intermitencias de la muerte,José Saramago-Pilar del Río,3.99,9789587043648,274,2425,Others
873,2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,9780890093894,902,1407,Others
874,2547,The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,9780001000391,127,167189,Others
875,2549,A Tear and a Smile,Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,9780394448046,228,2035,Others
876,2551,On the Road,Jack Kerouac,3.63,9780143036388,320,480,Others
877,2552,On the Road,Jack Kerouac-Ann Charters,3.63,9780141182674,281,5218,Others
878,2557,De Kooning: An American Master,Mark Stevens-Annalyn Swan,4.11,9780375711169,732,2664,Others
879,2560,Willem de Kooning: Late Paintings,Julie Sylvester-David Sylvester,5.0,9783829602266,83,1,Others
880,2567,Aké: The Years of Childhood,Wole Soyinka,3.92,9780679725404,230,1213,Others
881,2568,The Interpreters,Wole Soyinka,3.56,9780233989785,251,320,Others
882,2570,The Lion and the Jewel,Wole Soyinka,3.8,9780199110834,65,1103,Others
883,2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.83,9780143034544,165,3541,Others
884,2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen-Tina Blythe-Gene Thompson-Grove,3.96,9780807744680,142,52,Others
885,2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu-Mark McNeilly,3.84,9780195137897,272,120,Others
886,2595,Marketing Warfare,Al Ries-Jack Trout,4.1,9780071460828,216,870,Others
887,2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,9780316346627,301,589855,Others
888,2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin-Malcolm Gladwell,3.99,9780786887170,234,4504,Others
889,2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,9780060521998,286,28568,Others
890,2619,Great Expectations,Charles Dickens-David Trotter-Charlotte Mitchell,3.76,9780141439563,512,13291,Others
891,2623,Great Expectations,Charles Dickens-Marisa Sestino,3.76,9780192833594,505,523790,Others
892,2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens-Edgar Rosenberg,3.76,9780393960693,776,563,Others
893,2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus-Martin Luther-Philip S. Watson-E. Gordon Rupp,3.81,9780664241582,364,107,Others
894,2654,To Kill a Mockingbird,Harper Lee,4.27,9780060935467,323,10005,Others
895,2655,To Kill a Mockingbird,Harper Lee-Sissy Spacek,4.27,9780060888695,11,653,Others
896,2660,To Kill a Mockingbird (To Kill A Mockingbird #1),Harper Lee,4.27,9780445083769,281,6334,Others
897,2661,To Kill a Mockingbird,Harper Lee,4.27,9780061205699,323,250,Others
898,2666,The Bonfire of the Vanities,Tom Wolfe,3.84,9780553381344,690,57301,Others
899,2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,9780761501664,199,61,Others
900,2674,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,4.02,9780968394731,197,6837,Others
901,2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,9780486287591,64,13312,Others
902,2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift-Jesse Gale,3.79,9781416500391,416,2001,Others
903,2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.-Xavier de C.-Joseph Rowe,4.75,9781556434952,144,4,Others
904,2685,Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Henry James-Richard Howard,3.7,9780940450776,868,27,Others
